instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value,2c vs c,3c vs 2c,4c vs 3c,5c vs 4c,6c vs 5c,7c vs 6c,8c vs 7c,9c vs 8c,10c vs 9c ,,Valori medi,
380,75471578016,48261691124,44546456241,44515793672,44502465309,44502465324,44502465366,44502465328,44502465332,44502465337,"56,38%","8,34%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
381,79919669631,44656403085,43111306959,43073531496,43053303625,43053303625,43053303625,43053303626,43053303626,43053303662,"78,97%","3,58%","0,09%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
382,38545041412,36250941605,36127970313,36091306162,36072138252,36067981143,36067981143,36067981143,36067981143,36067981143,"6,33%","0,34%","0,10%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
383,"65467246571,9992",50338612655,50210625362,50177625144,50163637256,50159630767,50155630706,50153648375,50153648160,50153648174,"30,05%","0,25%","0,07%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
384,90923148555,42753260259,42563037112,42503054781,42475094527,42471092065,42470102116,42470102062,42470102063,42470102094,"112,67%","0,45%","0,14%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
385,86353921233,58463928996,49450045676,46126108180,46086071792,46075588702,46071940323,46071940323,46071940323,46071938543,"47,70%","18,23%","7,21%","0,09%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
386,96547769794,48617839015,44870660648,44825652433,44799973142,44795640066,44791640464,44791640477,44791640470,44791640464,"98,59%","8,35%","0,10%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
387,82867968176,58113668335,52408770396,48357355396,46772357375,46770079686,46768763563,46768763563,46768763563,46768763563,"42,60%","10,89%","8,38%","3,39%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
388,98013151799,46211774457,44694643621,44654976043,44630552616,44626330408,44622108054,44621662672,44621662662,44621662663,"112,10%","3,39%","0,09%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
389,117751961463,53248278668,52939195122,52904308815,52901191007,52901191007,52901191004,52901190953,52901191029,52901191012,"121,14%","0,58%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
390,82919154726,50870563798,50743212502,50722110152,50716506109,50716229611,50716229634,50716229568,50716229593,50716231449,"63,00%","0,25%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
391,91031792731,50363500315,50259522168,50201312402,50196256792,50191541638,50191541662,50191541614,50191541665,50191541653,"80,75%","0,21%","0,12%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
392,61177836090,46028595863,44320859566,44275069522,44255272288,44250843317,44250843323,44250843323,44250843293,44250843310,"32,91%","3,85%","0,10%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
393,72673975698,47695593171,47045844878,46996949094,46985872150,46985872150,46985872150,46985872150,46985872150,46985872150,"52,37%","1,38%","0,10%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
394,91912282184,50209332054,50045232416,49986887808,49961395515,49950234036,49948891781,49948891815,49948891830,49948893615,"83,06%","0,33%","0,12%","0,05%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
395,162819076890,82382246331,82124439167,82052929181,82039614179,82029836125,82028511329,82028511329,82028511329,82028511329,"97,64%","0,31%","0,09%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
396,159120639178,58083219559,53989986700,53929711176,53906655875,53899165232,53897505322,53897505322,53897505322,53897505322,"173,95%","7,58%","0,11%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
397,128822409532,54219654680,54041452415,53977284088,53957443209,53950939383,53949935439,53949935465,53949935447,53949935429,"137,59%","0,33%","0,12%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
398,92925788797,50146396156,50001624529,49959668071,49950788653,49950788640,49950790515,49950790485,49950790481,49950790463,"85,31%","0,29%","0,08%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
399,90020224855,50013701206,49874563361,49826018080,49818908604,49818908627,49818908582,49818908609,49818908611,49818908655,"79,99%","0,28%","0,10%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
400,87154009360,56718040974,56573201571,56523338351,56523336533,56523336515,56523338393,56523338382,56523338366,56523336515,"53,66%","0,26%","0,09%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
401,90085426630,55016982981,54824300217,54771314261,54757208836,54751668438,54751668453,54751668436,54751668405,54751668422,"63,74%","0,35%","0,10%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
402,97707518081,56546647366,56437686603,56402190197,56391190048,56386204265,56386204275,56386204279,56386204240,56386204245,"72,79%","0,19%","0,06%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
403,105614383040,51245045339,51011992369,50951174777,50941198781,50941198821,50941198794,50941198794,50941198771,50941198820,"106,10%","0,46%","0,12%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
404,"91940241698,0002",46261561428,46101946293,46041190731,46017772109,46008994251,46001673703,46001673703,46001673703,46001673697,"98,74%","0,35%","0,13%","0,05%","0,02%","0,02%","0,00%","0,00%","0,00%",,,
405,85350340182,58629024301,44619736661,42832718023,42804760409,42800758144,42796758210,42794760966,42794760966,42794759105,"45,58%","31,40%","4,17%","0,07%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
406,66968628793,46571220407,36919294139,36886960808,36867622354,36859304372,36859304321,36859304332,36859304314,36859304364,"43,80%","26,14%","0,09%","0,05%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
407,66031906039,41154923020,38961179175,38914566635,38891234364,38877906354,38870712011,38867948384,38867948481,38867948384,"60,45%","5,63%","0,12%","0,06%","0,03%","0,02%","0,01%","0,00%","0,00%",,,
408,84440568927,42366103213,42221490786,42186580126,42173797870,42173797867,42173797813,42173797830,42173797817,42173797856,"99,31%","0,34%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
409,93324866053,45311013965,45109933625,45039959590,45019982666,45019982624,45019982667,45019982670,45019982649,45019982642,"105,97%","0,45%","0,16%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
410,143001620457,100344124575,100171266821,100114388707,100092593327,100092593322,100092593322,100092593287,100092593287,100092593283,"42,51%","0,17%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
411,114739486308,49220440629,49011476865,48961959611,48942901440,48938512452,48934850054,48934851932,48934851890,48934850073,"133,11%","0,43%","0,10%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
412,123950583838,51912466858,49435305040,49397290673,49383847721,49381628843,49381628867,49381628783,49381628922,49381628758,"138,77%","5,01%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
413,86459033804,48613864074,48034357636,48002674385,47996009105,47996009097,47996009114,47996009105,47996009136,47996009127,"77,85%","1,21%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
414,91293624401,47328512084,45020174579,44977967130,44956970129,44948192191,44940864026,44940864026,44940864026,44940864001,"92,89%","5,13%","0,09%","0,05%","0,02%","0,02%","0,00%","0,00%","0,00%",,,
415,93837995060,71729272402,71605941716,71567622114,71550946588,71550946588,71550946588,71550946588,71550946588,71550946588,"30,82%","0,17%","0,05%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
416,133775043098,80053817754,76305643326,76247162245,76224678223,76222169311,76222169311,76222169311,76222169311,76222169311,"67,11%","4,91%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
417,143921829503,54068602748,53806277793,53744194502,53732518843,53722630402,53721967700,53721967700,53721967705,53721967705,"166,18%","0,49%","0,12%","0,02%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
418,135161317191,76123273198,75957632761,75913751362,75898251453,75893642399,75891313282,75891313282,75891313318,75891313318,"77,56%","0,22%","0,06%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
419,87218958048,41837088986,41686401224,41639143481,41613928468,41613928506,41613930317,41613928514,41613928514,41613930291,"108,47%","0,36%","0,11%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
420,114892310103,50970767951,49513101400,49437548820,49414227343,49404779067,49401446006,49401445953,49401445911,49401445953,"125,41%","2,94%","0,15%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
421,67612339286,47768841960,39744206015,39712538643,39700871986,39699213592,39699213621,39699213577,39699213591,39699213591,"41,54%","20,19%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
422,79654071717,49115313666,41551195165,41510371102,41486704185,41485041822,41485041839,41485041861,41485041871,41485041871,"62,18%","18,20%","0,10%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
423,101744890418,44763739295,44595172359,44536552249,44508612531,44508612540,44508612580,44508612586,44508612533,44508612511,"127,29%","0,38%","0,13%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
424,105875861642,68426351950,64062599179,64035033613,64022586400,64022586401,64022586400,64022586428,64022586452,64022586394,"54,73%","6,81%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
425,102604161845,59974079666,51065147118,49270011997,49259023096,49256689776,49255686769,49255686769,49255686823,49255686823,"71,08%","17,45%","3,64%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
426,116097256906,105811849425,97254557757,95732076344,95725404399,95725404399,95725404394,95725404394,95725404394,95725404394,"9,72%","8,80%","1,59%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
427,106198854672,69385275307,60316426420,58295754093,58216280556,58214607895,58214607923,58214607923,58214607923,58214607923,"53,06%","15,04%","3,47%","0,14%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
428,132704197846,63195152376,51555087694,47382189930,47358211044,47349766562,47341322057,47340441069,47340441112,47340442870,"109,99%","22,58%","8,81%","0,05%","0,02%","0,02%","0,00%","0,00%","0,00%",,,
429,137262036329,81866258669,71768234656,71607854900,71580631559,71573417585,71569528535,71566752960,71566752954,71566752974,"67,67%","14,07%","0,22%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
430,118376393478,43313563976,43078156233,43009131082,42977574148,42975376844,42975376793,42975376928,42975376886,42975376861,"173,30%","0,55%","0,16%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
431,113971500637,49564980194,49425543341,49385627546,49373196322,49373196313,49373196374,49373196374,49373196346,49373196346,"129,94%","0,28%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
432,79956416059,43227541264,43077546377,43042853054,43029523556,43029523578,43029523592,43029523555,43029523597,43029523596,"84,97%","0,35%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
433,83563371962,42300817579,42153338978,42133347355,42122512549,42118355286,42118355286,42118355271,42118355300,42118355273,"97,55%","0,35%","0,05%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
434,105417499323,61920593667,58183112753,58141123012,58127122226,58127124089,58127122226,58127124044,58127122226,58127122230,"70,25%","6,42%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
435,164385606533,104327220674,104195298382,104160903539,104155736989,104151566997,104151566997,104151566997,104151566997,104151566997,"57,57%","0,13%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
436,155002487880,59598424142,59472589993,59428626367,59428626461,59428626379,59428626379,59428626404,59428626408,59428626375,"160,08%","0,21%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
437,148109587910,65574807308,65478979009,65436558573,65431447873,65427031123,65427031123,65427031162,65427031153,65427031122,"125,86%","0,15%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
438,101108313026,53273167909,53138175487,53078214472,53078203279,53078203237,53078203237,53078203205,53078203205,53078203192,"89,79%","0,25%","0,11%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
439,105306160377,55045045108,54937589985,54900249888,54890763447,54886600979,54886600945,54886600894,54886600904,54886600940,"91,31%","0,20%","0,07%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
440,105074540208,48667181610,47916965669,47872289600,47862975362,47862975483,47862975368,47862975433,47862975337,47862975325,"115,90%","1,57%","0,09%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
441,120098102158,52578268441,51910387434,51860406753,51846802150,51842080100,51840412850,51840412842,51840412817,51840412830,"128,42%","1,29%","0,10%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
442,82926543493,46420516427,46304283234,46270528802,46252530514,46245539372,46242547551,46242547532,46242547524,46242547528,"78,64%","0,25%","0,07%","0,04%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
443,93266852603,44406254816,44154062664,44103919879,44082921593,44082921585,44082921586,44082921610,44082921592,44082921609,"110,03%","0,57%","0,11%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
444,85987741552,45501360794,45365580813,45326195658,45308877999,45308878034,45308877999,45308878003,45308878003,45308878082,"88,98%","0,30%","0,09%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
445,109866603164,46231110656,45897402564,45863670237,45852129295,45852129302,45852129293,45852129312,45852129293,45852129295,"137,65%","0,73%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
446,105884770593,45014822588,44889683721,44858193798,44840869044,44840869049,44840869049,44840869008,44840869051,44840869057,"135,22%","0,28%","0,07%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
447,102829212664,45465077464,45335139604,45295642408,45284091623,45284091603,45284091689,45284091595,45284091656,45284091623,"126,17%","0,29%","0,09%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
448,86093911792,45139814565,45017636663,44992084308,44980967487,44980967486,44980967531,44980967477,44980967489,44980967492,"90,73%","0,27%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
449,118411462385,52414456479,51917279937,51885406944,51882962853,51882962898,51882962896,51882962876,51882962878,51882962888,"125,91%","0,96%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
450,97180077587,43366236087,43212054305,43167993756,43130208223,43130208286,43130208257,43130208241,43130208198,43130208291,"124,09%","0,36%","0,10%","0,09%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
451,86574425001,45139831571,44950623174,44906440730,44886456851,44878140832,44878140888,44878140869,44878140888,44878140856,"91,79%","0,42%","0,10%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
452,84362971623,62704309446,58729279945,58692946499,58673714649,58672617493,58672617514,58672617518,58672617564,58672617564,"34,54%","6,77%","0,06%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
453,81029760339,51321550066,43977954827,43925473461,43894674055,43890507324,43886340612,43885519133,43885519133,43885519121,"57,89%","16,70%","0,12%","0,07%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
454,118676300576,56580558650,56400668576,56332807287,56303166945,56299055768,56294944591,56293722823,56293722823,56293722823,"109,75%","0,32%","0,12%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
455,117670612594,49211553494,49018615117,48963625330,48939623366,48939623336,48939623344,48939623344,48939623313,48939623313,"139,11%","0,39%","0,11%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
456,110229250872,50791130260,50639377385,50590855920,50579878501,50575100705,50573772834,50573772834,50573772876,50573772882,"117,02%","0,30%","0,10%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
457,102421258226,44208484352,44036074323,43993156247,43973622300,43973622288,43973622317,43973622331,43973622348,43973622355,"131,68%","0,39%","0,10%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
458,91703263522,78157954304,78021357131,77998985161,77995204053,77995204107,77995204061,77995204053,77995204100,77995204048,"17,33%","0,18%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
459,139665811000,108677540946,108404217002,108351990408,108320435546,108318205300,108318205275,108318203488,108318203500,108318203500,"28,51%","0,25%","0,05%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
460,148353856207,46714392947,46506391229,46454387332,46431836951,46427725677,46423614403,46422391912,46422391912,46422391912,"217,58%","0,45%","0,11%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
461,106552603533,49686544885,49551371241,49519036032,49509698314,49509698314,49509698314,49509698314,49509698314,49509698314,"114,45%","0,27%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
462,112923604581,83103884254,82963332442,82910563249,82888379253,82888379253,82888379253,82888379253,82888379253,82888379253,"35,88%","0,17%","0,06%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
463,98431037511,54124240622,54015944184,53972442265,53972444030,53972444084,53972444105,53972444130,53972444130,53972444130,"81,86%","0,20%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
464,109467999430,64025937477,50844603329,46760495294,46748521924,46748521966,46748521897,46748521895,46748521883,46748521920,"70,97%","25,92%","8,73%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
465,84824683118,47924997586,47808389196,47757721082,47744398203,47744398203,47744398167,47744398167,47744398176,47744398176,"76,99%","0,24%","0,11%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
466,104407982189,44517955380,44307205560,44249323634,44227593366,44223538045,44219482716,44217876106,44217876106,44217876074,"134,53%","0,48%","0,13%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
467,141544024552,96249042065,93522411340,93484472548,93462879224,93458601674,93454324090,93454270880,93454272751,93454270925,"47,06%","2,92%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
